x_length,laser_off,laser_on,dV
0.0000E+00,-3.3646E-01,-3.3676E-01,-3.0418E-04
1.0000E-01,-3.3504E-01,-3.3504E-01,5.5511E-17
2.0000E-01,-3.3433E-01,-3.3514E-01,-8.1116E-04
3.0000E-01,-3.3189E-01,-3.3362E-01,-1.7237E-03
4.0000E-01,-3.3260E-01,-3.3341E-01,-8.1116E-04
5.0000E-01,-3.3422E-01,-3.3341E-01,8.1116E-04
6.0000E-01,-3.3301E-01,-3.3453E-01,-1.5209E-03
7.0000E-01,-3.3504E-01,-3.3564E-01,-6.0837E-04
8.0000E-01,-3.3777E-01,-3.3899E-01,-1.2167E-03
9.0000E-01,-3.4183E-01,-3.3879E-01,3.0418E-03
1.0000E+00,-3.4518E-01,-3.4558E-01,-4.0558E-04
1.1000E+00,-3.4883E-01,-3.5319E-01,-4.3600E-03
1.2000E+00,-3.5744E-01,-3.5836E-01,-9.1255E-04
1.3000E+00,-3.6282E-01,-3.6231E-01,5.0697E-04
1.4000E+00,-3.6596E-01,-3.6596E-01,0.0000E+00
1.5000E+00,-3.7164E-01,-3.7184E-01,-2.0279E-04
1.6000E+00,-3.7164E-01,-3.7377E-01,-2.1293E-03
1.7000E+00,-3.7549E-01,-3.7519E-01,3.0418E-04
1.8000E+00,-3.7752E-01,-3.7782E-01,-3.0418E-04
1.9000E+00,-3.7772E-01,-3.7762E-01,1.0139E-04
2.0000E+00,-3.7722E-01,-3.7630E-01,9.1255E-04
2.1000E+00,-3.7052E-01,-3.7164E-01,-1.1153E-03
2.2000E+00,-3.6728E-01,-3.6383E-01,3.4474E-03
2.3000E+00,-3.6069E-01,-3.5815E-01,2.5349E-03
2.4000E+00,-3.5329E-01,-3.5298E-01,3.0418E-04
2.5000E+00,-3.4812E-01,-3.4629E-01,1.8251E-03
2.6000E+00,-3.4436E-01,-3.4761E-01,-3.2446E-03
2.7000E+00,-3.4436E-01,-3.4538E-01,-1.0139E-03
2.8000E+00,-3.4345E-01,-3.4457E-01,-1.1153E-03
2.9000E+00,-3.4031E-01,-3.3858E-01,1.7237E-03
3.0000E+00,-3.3706E-01,-3.3585E-01,1.2167E-03
3.1000E+00,-3.3118E-01,-3.3352E-01,-2.3321E-03
3.2000E+00,-3.2490E-01,-3.2327E-01,1.6223E-03
3.3000E+00,-3.1820E-01,-3.1729E-01,9.1255E-04
3.4000E+00,-3.1293E-01,-3.1303E-01,-1.0139E-04
3.5000E+00,-3.0898E-01,-3.1121E-01,-2.2307E-03
3.6000E+00,-3.0969E-01,-3.0685E-01,2.8391E-03
3.7000E+00,-3.0553E-01,-3.0857E-01,-3.0418E-03
3.8000E+00,-3.0411E-01,-3.0259E-01,1.5209E-03
3.9000E+00,-2.9955E-01,-3.0097E-01,-1.4195E-03
4.0000E+00,-2.9529E-01,-2.9225E-01,3.0418E-03
4.1000E+00,-2.9336E-01,-2.9123E-01,2.1293E-03
4.2000E+00,-2.8839E-01,-2.8921E-01,-8.1116E-04
4.3000E+00,-2.8921E-01,-2.8809E-01,1.1153E-03
4.4000E+00,-2.8900E-01,-2.8931E-01,-3.0418E-04
4.5000E+00,-2.9052E-01,-2.9042E-01,1.0139E-04
4.6000E+00,-2.9569E-01,-2.9326E-01,2.4335E-03
4.7000E+00,-2.9884E-01,-2.9823E-01,6.0837E-04
4.8000E+00,-3.0178E-01,-3.0158E-01,2.0279E-04
4.9000E+00,-2.9711E-01,-2.9813E-01,-1.0139E-03
5.0000E+00,-2.9123E-01,-2.9032E-01,9.1255E-04
5.1000E+00,-2.8059E-01,-2.7785E-01,2.7377E-03
5.2000E+00,-2.6791E-01,-2.6862E-01,-7.0976E-04
5.3000E+00,-2.5534E-01,-2.5666E-01,-1.3181E-03
5.4000E+00,-2.5098E-01,-2.4561E-01,5.3739E-03
5.5000E+00,-2.4236E-01,-2.4216E-01,2.0279E-04
5.6000E+00,-2.4043E-01,-2.3810E-01,2.3321E-03
5.7000E+00,-2.3648E-01,-2.3597E-01,5.0697E-04
5.8000E+00,-2.3202E-01,-2.3425E-01,-2.2307E-03
5.9000E+00,-2.3080E-01,-2.2959E-01,1.2167E-03
6.0000E+00,-2.2198E-01,-2.2259E-01,-6.0837E-04
6.1000E+00,-2.1255E-01,-2.1417E-01,-1.6223E-03
6.2000E+00,-2.0880E-01,-2.0647E-01,2.3321E-03
6.3000E+00,-2.0211E-01,-2.0049E-01,1.6223E-03
6.4000E+00,-1.9298E-01,-1.9511E-01,-2.1293E-03
6.5000E+00,-1.8730E-01,-1.8649E-01,8.1116E-04
6.6000E+00,-1.8092E-01,-1.8010E-01,8.1116E-04
6.7000E+00,-1.7716E-01,-1.7777E-01,-6.0837E-04
6.8000E+00,-1.7625E-01,-1.7088E-01,5.3739E-03
6.9000E+00,-1.7929E-01,-1.8142E-01,-2.1293E-03
7.0000E+00,-1.8568E-01,-1.8528E-01,4.0558E-04
7.1000E+00,-1.9521E-01,-1.9430E-01,9.1255E-04
7.2000E+00,-2.0018E-01,-2.0099E-01,-8.1116E-04
7.3000E+00,-2.1022E-01,-2.1093E-01,-7.0976E-04
7.4000E+00,-2.1691E-01,-2.1610E-01,8.1116E-04
7.5000E+00,-2.2097E-01,-2.2228E-01,-1.3181E-03
7.6000E+00,-2.2563E-01,-2.2482E-01,8.1116E-04
7.7000E+00,-2.3161E-01,-2.3171E-01,-1.0139E-04
7.8000E+00,-2.3506E-01,-2.3425E-01,8.1116E-04
7.9000E+00,-2.3800E-01,-2.3780E-01,2.0279E-04
8.0000E+00,-2.4175E-01,-2.4246E-01,-7.0976E-04
8.1000E+00,-2.4834E-01,-2.4540E-01,2.9404E-03
8.2000E+00,-2.5139E-01,-2.5422E-01,-2.8391E-03
8.3000E+00,-2.5909E-01,-2.6000E-01,-9.1255E-04
8.4000E+00,-2.6487E-01,-2.6447E-01,4.0558E-04
8.5000E+00,-2.7177E-01,-2.7389E-01,-2.1293E-03
8.6000E+00,-2.8231E-01,-2.7907E-01,3.2446E-03
8.7000E+00,-2.8941E-01,-2.9042E-01,-1.0139E-03
8.8000E+00,-2.9387E-01,-2.9488E-01,-1.0139E-03
8.9000E+00,-2.9478E-01,-2.9397E-01,8.1116E-04
9.0000E+00,-2.9448E-01,-2.9387E-01,6.0837E-04
9.1000E+00,-2.8758E-01,-2.8728E-01,3.0418E-04
9.2000E+00,-2.8008E-01,-2.8140E-01,-1.3181E-03
9.3000E+00,-2.7400E-01,-2.7298E-01,1.0139E-03
9.4000E+00,-2.6517E-01,-2.6294E-01,2.2307E-03
