x_length,laser_off,laser_on,dV
0.0000E+00,-5.2059E-01,-5.2181E-01,-1.2167E-03
1.0000E-01,-4.9777E-01,-5.0071E-01,-2.9404E-03
2.0000E-01,-5.1055E-01,-5.1643E-01,-5.8809E-03
3.0000E-01,-5.1410E-01,-5.1156E-01,2.5349E-03
4.0000E-01,-5.1349E-01,-5.1400E-01,-5.0697E-04
5.0000E-01,-5.0862E-01,-5.0832E-01,3.0418E-04
6.0000E-01,-5.0933E-01,-5.1450E-01,-5.1711E-03
7.0000E-01,-5.1765E-01,-5.2292E-01,-5.2725E-03
8.0000E-01,-5.2576E-01,-5.2464E-01,1.1153E-03
9.0000E-01,-5.3093E-01,-5.3194E-01,-1.0139E-03
1.0000E+00,-5.3752E-01,-5.3549E-01,2.0279E-03
1.1000E+00,-5.4127E-01,-5.4168E-01,-4.0558E-04
1.2000E+00,-5.4239E-01,-5.4077E-01,1.6223E-03
1.3000E+00,-5.5668E-01,-5.4614E-01,1.0545E-02
1.4000E+00,-5.5030E-01,-5.5151E-01,-1.2167E-03
1.5000E+00,-5.4969E-01,-5.4786E-01,1.8251E-03
1.6000E+00,-5.4705E-01,-5.4533E-01,1.7237E-03
1.7000E+00,-5.4208E-01,-5.4371E-01,-1.6223E-03
1.8000E+00,-5.4107E-01,-5.3874E-01,2.3321E-03
1.9000E+00,-5.3874E-01,-5.3935E-01,-6.0837E-04
2.0000E+00,-5.3894E-01,-5.3904E-01,-1.0139E-04
2.1000E+00,-5.3245E-01,-5.1785E-01,1.4601E-02
2.2000E+00,-5.2546E-01,-5.2150E-01,3.9544E-03
2.3000E+00,-5.2556E-01,-5.2414E-01,1.4195E-03
2.4000E+00,-5.2191E-01,-5.1603E-01,5.8809E-03
2.5000E+00,-5.2444E-01,-5.2687E-01,-2.4335E-03
2.6000E+00,-5.2140E-01,-5.1775E-01,3.6502E-03
2.7000E+00,-5.0873E-01,-5.0720E-01,1.5209E-03
2.8000E+00,-4.9139E-01,-4.8459E-01,6.7934E-03
2.9000E+00,-4.8338E-01,-4.8206E-01,1.3181E-03
3.0000E+00,-4.7729E-01,-4.7435E-01,2.9404E-03
3.1000E+00,-4.7354E-01,-4.6796E-01,5.5767E-03
3.2000E+00,-4.6644E-01,-4.6442E-01,2.0279E-03
3.3000E+00,-4.5965E-01,-4.5864E-01,1.0139E-03
3.4000E+00,-4.5833E-01,-4.5712E-01,1.2167E-03
3.5000E+00,-4.5620E-01,-4.5316E-01,3.0418E-03
3.6000E+00,-4.5488E-01,-4.4850E-01,6.3879E-03
3.7000E+00,-4.4647E-01,-4.4079E-01,5.6781E-03
3.8000E+00,-4.4282E-01,-4.3927E-01,3.5488E-03
3.9000E+00,-4.4109E-01,-4.3461E-01,6.4893E-03
