x_length,laser_off,laser_on,dV
0.0000E+00,-2.8921E-01,-2.6264E-01,2.6565E-02
1.0000E-01,-2.9245E-01,-2.6335E-01,2.9100E-02
2.0000E-01,-2.9316E-01,-2.6497E-01,2.8188E-02
3.0000E-01,-2.9478E-01,-2.6710E-01,2.7681E-02
4.0000E-01,-2.9823E-01,-2.6913E-01,2.9100E-02
5.0000E-01,-3.0137E-01,-2.6984E-01,3.1534E-02
6.0000E-01,-3.0310E-01,-2.6578E-01,3.7313E-02
7.0000E-01,-3.0168E-01,-2.6578E-01,3.5894E-02
8.0000E-01,-3.0330E-01,-2.6345E-01,3.9848E-02
9.0000E-01,-3.0137E-01,-2.6376E-01,3.7617E-02
1.0000E+00,-3.0249E-01,-2.6223E-01,4.0254E-02
1.1000E+00,-3.0137E-01,-2.6041E-01,4.0963E-02
1.2000E+00,-3.0330E-01,-2.5787E-01,4.5425E-02
1.3000E+00,-3.0026E-01,-2.5554E-01,4.4715E-02
1.4000E+00,-3.0117E-01,-2.5615E-01,4.5019E-02
1.5000E+00,-3.0087E-01,-2.5230E-01,4.8568E-02
1.6000E+00,-2.9671E-01,-2.5351E-01,4.3194E-02
1.7000E+00,-3.0198E-01,-2.5382E-01,4.8163E-02
1.8000E+00,-3.0137E-01,-2.5615E-01,4.5222E-02
1.9000E+00,-3.0026E-01,-2.5433E-01,4.5932E-02
2.0000E+00,-3.0188E-01,-2.5402E-01,4.7858E-02
2.1000E+00,-3.0431E-01,-2.5331E-01,5.1002E-02
2.2000E+00,-3.0127E-01,-2.5098E-01,5.0292E-02
2.3000E+00,-3.0076E-01,-2.5088E-01,4.9886E-02
2.4000E+00,-3.0289E-01,-2.4834E-01,5.4550E-02
2.5000E+00,-2.9945E-01,-2.4632E-01,5.3131E-02
2.6000E+00,-3.0198E-01,-2.5240E-01,4.9582E-02
2.7000E+00,-2.9995E-01,-2.4703E-01,5.2928E-02
2.8000E+00,-3.0289E-01,-2.3871E-01,6.4183E-02
2.9000E+00,-3.0289E-01,-2.3780E-01,6.5095E-02
3.0000E+00,-2.9894E-01,-2.3658E-01,6.2358E-02
3.1000E+00,-3.0016E-01,-2.3516E-01,6.4994E-02
3.2000E+00,-3.0208E-01,-2.2948E-01,7.2599E-02
3.3000E+00,-2.9833E-01,-2.2441E-01,7.3917E-02
3.4000E+00,-3.0117E-01,-2.2441E-01,7.6756E-02
3.5000E+00,-3.0249E-01,-2.2076E-01,8.1724E-02
3.6000E+00,-3.0117E-01,-2.1427E-01,8.6895E-02
3.7000E+00,-3.0249E-01,-2.1296E-01,8.9532E-02
3.8000E+00,-3.0127E-01,-2.0850E-01,9.2776E-02
3.9000E+00,-3.0350E-01,-2.0779E-01,9.5717E-02
4.0000E+00,-3.0512E-01,-2.0789E-01,9.7238E-02
4.1000E+00,-3.0087E-01,-1.9896E-01,1.0190E-01
4.2000E+00,-3.0178E-01,-1.8700E-01,1.1478E-01
4.3000E+00,-3.0695E-01,-1.8092E-01,1.2603E-01
4.4000E+00,-3.0178E-01,-1.7280E-01,1.2897E-01
4.5000E+00,-3.0239E-01,-1.7159E-01,1.3080E-01
4.6000E+00,-3.0320E-01,-1.7301E-01,1.3019E-01
4.7000E+00,-3.0381E-01,-1.5668E-01,1.4712E-01
4.8000E+00,-3.0563E-01,-1.3711E-01,1.6852E-01
4.9000E+00,-3.0502E-01,-1.2758E-01,1.7744E-01
5.0000E+00,-3.0857E-01,-1.1318E-01,1.9539E-01
5.1000E+00,-3.1040E-01,-1.0700E-01,2.0340E-01
5.2000E+00,-3.1182E-01,-1.0639E-01,2.0543E-01
5.3000E+00,-3.1151E-01,-1.1258E-01,1.9894E-01
5.4000E+00,-3.1253E-01,-1.2221E-01,1.9032E-01
5.5000E+00,-3.1364E-01,-1.3438E-01,1.7927E-01
5.6000E+00,-3.1526E-01,-1.5800E-01,1.5726E-01
5.7000E+00,-3.1273E-01,-1.7889E-01,1.3384E-01
5.8000E+00,-3.1709E-01,-1.9734E-01,1.1975E-01
5.9000E+00,-3.1881E-01,-2.1306E-01,1.0575E-01
6.0000E+00,-3.2216E-01,-2.2259E-01,9.9570E-02
6.1000E+00,-3.2753E-01,-2.2401E-01,1.0352E-01
6.2000E+00,-3.3098E-01,-2.3628E-01,9.4703E-02
6.3000E+00,-3.3696E-01,-2.5291E-01,8.4056E-02
6.4000E+00,-3.3544E-01,-2.5970E-01,7.5742E-02
6.5000E+00,-3.3483E-01,-2.6457E-01,7.0267E-02
6.6000E+00,-3.2834E-01,-2.6406E-01,6.4284E-02
6.7000E+00,-3.2581E-01,-2.6639E-01,5.9417E-02
6.8000E+00,-3.2439E-01,-2.6659E-01,5.7795E-02
6.9000E+00,-3.2236E-01,-2.7278E-01,4.9582E-02
7.0000E+00,-3.2327E-01,-2.7673E-01,4.6540E-02
7.1000E+00,-3.1922E-01,-2.7876E-01,4.0457E-02
7.2000E+00,-3.1760E-01,-2.8282E-01,3.4778E-02
7.3000E+00,-3.2216E-01,-2.8191E-01,4.0254E-02
7.4000E+00,-3.2155E-01,-2.8434E-01,3.7212E-02
7.5000E+00,-3.2368E-01,-2.8870E-01,3.4981E-02
7.6000E+00,-3.2104E-01,-2.9103E-01,3.0013E-02
7.7000E+00,-3.2277E-01,-2.9306E-01,2.9709E-02
7.8000E+00,-3.2368E-01,-2.9569E-01,2.7985E-02
7.9000E+00,-3.2003E-01,-2.9610E-01,2.3929E-02
8.0000E+00,-3.2763E-01,-2.9691E-01,3.0723E-02
8.1000E+00,-3.2175E-01,-2.9580E-01,2.5957E-02
8.2000E+00,-3.2743E-01,-2.9864E-01,2.8796E-02
8.3000E+00,-3.2723E-01,-2.9732E-01,2.9911E-02
8.4000E+00,-3.2226E-01,-2.9630E-01,2.5957E-02
8.5000E+00,-3.2510E-01,-2.9651E-01,2.8593E-02
8.6000E+00,-3.1932E-01,-2.9488E-01,2.4436E-02
8.7000E+00,-3.2155E-01,-2.9296E-01,2.8593E-02
8.8000E+00,-3.1689E-01,-2.8992E-01,2.6971E-02
8.9000E+00,-3.1030E-01,-2.8018E-01,3.0114E-02
9.0000E+00,-3.0898E-01,-2.8272E-01,2.6261E-02
9.1000E+00,-3.0827E-01,-2.8170E-01,2.6565E-02
9.2000E+00,-3.0421E-01,-2.8130E-01,2.2915E-02
9.3000E+00,-3.0066E-01,-2.7927E-01,2.1394E-02
9.4000E+00,-2.9438E-01,-2.7765E-01,1.6730E-02
9.5000E+00,-2.9823E-01,-2.8211E-01,1.6122E-02
9.6000E+00,-3.0066E-01,-2.8201E-01,1.8657E-02
9.7000E+00,-2.9468E-01,-2.7825E-01,1.6426E-02
9.8000E+00,-2.9519E-01,-2.7896E-01,1.6223E-02
9.9000E+00,-2.9093E-01,-2.7379E-01,1.7136E-02
